title_product,rating,rating_number,price,description,features,store,details,top_10_comments
Avon Haiku Kyoto Flower Shower Gel,5.0,19,19.99,[],[],AVON,"{""Liquid Volume"": ""6.7 Fluid Ounces"", ""Item Form"": ""Gel"", ""Brand"": ""AVON"", ""Number of Items"": ""1"", ""Unit Count"": ""1.00 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.23 x 2.76 x 1.61 inches; 8.11 Ounces"", ""UPC"": ""094000905724""}","['{""Liquid Volume"": ""6.7 Fluid Ounces"", ""Item Form"": ""Gel"", ""Brand"": ""AVON"", ""Number of Items"": ""1"", ""Unit Count"": ""1.00 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.23 x 2.76 x 1.61 inches; 8.11 Ounces"", ""UPC"": ""094000905724""}', '{""Liquid Volume"": ""6.7 Fluid Ounces"", ""Item Form"": ""Gel"", ""Brand"": ""AVON"", ""Number of Items"": ""1"", ""Unit Count"": ""1.00 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""8.23 x 2.76 x 1.61 inches; 8.11 Ounces"", ""UPC"": ""094000905724""}']"
Cala Make-up Remover Cleansing Tissues Tea Tree 60 sheets,2.0,8,12.5,"['Established in 1982, with a global presence in over 100 countries, CALA is a leading manufacturer and distributor of premium quality Korean beauty and personal care products. With over three decades of industry experience, we’ve made it our mission to bring you innovative cruelty-free products made with ethically-sourced top-notch ingredients at a drugstore value you can’t resist. Our products: Natural Skin Care, Advanced Facial Care, Cosmetic Brushes & Sponges, False Eyelashes, Personal Care Tools, Bath & Spa Accessories, Hair Brushes & Accessories.']",[],Cala,"{""Brand"": ""Cala"", ""Skin Type"": ""Sensitive"", ""Material Feature"": ""Natural"", ""Unit Count"": ""60.00 Count"", ""Number of Items"": ""1"", ""Package Dimensions"": ""7.1 x 5.6 x 2.3 inches; 14.39 Ounces"", ""UPC"": ""616513670298""}","['{""Brand"": ""Cala"", ""Skin Type"": ""Sensitive"", ""Material Feature"": ""Natural"", ""Unit Count"": ""60.00 Count"", ""Number of Items"": ""1"", ""Package Dimensions"": ""7.1 x 5.6 x 2.3 inches; 14.39 Ounces"", ""UPC"": ""616513670298""}', '{""Brand"": ""Cala"", ""Skin Type"": ""Sensitive"", ""Material Feature"": ""Natural"", ""Unit Count"": ""60.00 Count"", ""Number of Items"": ""1"", ""Package Dimensions"": ""7.1 x 5.6 x 2.3 inches; 14.39 Ounces"", ""UPC"": ""616513670298""}']"
"Tongue Ring, 1PC Pot Leaf-shaped Tongue Ring Internally Stainless Steel Threaded Straight Body Piercing Stud Body Piercing Jewelry",3.0,32,6.14,"['Description:'
 'This tongue ring is made of stainless steel and shaped like a pot leaf, which is sturdy, durable and less likely to cause allergy; simple, stylish and more possible to make you feel special.'
 'Specification:'
 'Condition: 100% Brand New Item Type: Tongue Ring Material: Metal Color: Silver(as shown in the picture) Quantity: 1PC Size: Approx. Bar Length: 16mm / 0.63inch; Bar Diameter: 1.6mm / 0.063inch; Ball Diameter: 5mm / 0.2inch Item Weight: 1g'
 'Package Included:' '1 x Tongue Ring' 'Note:'
 'Before placing an order, please notice that the item color displayed in the pictures may be slightly different from the real object, due to different monitors or other factors. And please allow 1-3mm error due to manual measurement. Thanks for your understanding.']","['This is a very unique and playful body piercing item, a good choice for people who are into things showing individuality'
 'Made of stainless steel, which is sturdy, durable and less likely to cause allergy'
 'It is shaped like a pot leaf, which is simple, stylish and more possible to make you feel special'
 'Small sized and lightweight, thus the wearing of it would not cause much pressure or discomfort'
 'This tongue ring is easy to wear as well; And it can be well fastened, not easy to fall apart']",ZJchao,"{""Product Dimensions"": ""2.36 x 1.97 x 0.39 inches; 0.35 Ounces"", ""Manufacturer"": ""ZJchao""}","['{""Product Dimensions"": ""2.36 x 1.97 x 0.39 inches; 0.35 Ounces"", ""Manufacturer"": ""ZJchao""}', '{""Product Dimensions"": ""2.36 x 1.97 x 0.39 inches; 0.35 Ounces"", ""Manufacturer"": ""ZJchao""}', '{""Product Dimensions"": ""2.36 x 1.97 x 0.39 inches; 0.35 Ounces"", ""Manufacturer"": ""ZJchao""}']"
OL' DIRTY BARBER Hair Pomade For Men - Water Base Pomade for High Shine Strong Hold Styling Sleek Back - 4oz,1.0,246,11.99,"['High shine, strong hold pomade for the refined gentleman.'
 'Full description:'
 '✔Strong-hold, high shine styling pomade for a sleek and polished look.'
 '✔Lightweight formula keeps your style in place all day without leaving the hair feeling heavy.'
 '✔Non-greasy, water soluble.'
 '✔Ideal for straight, wavy or curly hair types.' '★Brand Story:'
 'The inviting chime of the doorbell. The aroma of tonics, sweet tobacco smoke, pomades, and powders.'
 ""The feeling of hot lather against your face. Ol' Dirty Barber is an homage to the golden age of American barbershops.""
 ""With our meticulously crafted products, ODB's mission is to bring a piece of warm, classic barbershop tradition to""
 ""your daily regimen so that you're looking your best through anything life sends your way.""]",[],OL' DIRTY BARBER NYC,"{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}","['{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}', '{""Hair Type"": ""Wavy, Curly"", ""Liquid Volume"": ""4 Fluid Ounces"", ""Brand"": ""OL\' DIRTY BARBER NYC"", ""Number of Items"": ""1"", ""Unit Count"": ""4.00 Ounce"", ""Package Dimensions"": ""5.55 x 3.46 x 2.17 inches; 5.75 Ounces"", ""UPC"": ""088234466106""}']"
"Plant Essence Perfume Hand Cream Excellent Skin Care Experience Hand & Nail Cream, 75ml (White)",5.0,6,14.99,"['Plant Essence Perfume Hand Cream Excellent Skin Care Experience Hand & Nail Cream, 75ml']","['The package has been updated, new & classic versions will be shipped at random, the package is in English and Chinese, made in China, please NOTE before purchasing'
 'This perfumed hand cream contains effective ingredients which helps to moisture repair nourish your hands'
 'Fine creamy texture, long lasting scent, refreshing and comfortable, and repair and protect your skin'
 'Pick your tube, there are 3 types for you to choose from.'
 'We provide fast shipping for you.']",Inspired CL,"{""Brand"": ""Inspired CL"", ""Item Form"": ""Cream"", ""Unit Count"": ""4.05 FL OZ"", ""Number of Items"": ""1"", ""Use for"": ""Hands"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6 x 1.2 x 1.2 inches; 4.16 Ounces"", ""UPC"": ""782855738702""}","['{""Brand"": ""Inspired CL"", ""Item Form"": ""Cream"", ""Unit Count"": ""4.05 FL OZ"", ""Number of Items"": ""1"", ""Use for"": ""Hands"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6 x 1.2 x 1.2 inches; 4.16 Ounces"", ""UPC"": ""782855738702""}']"
"Mirenesse All Day Velvet Matte Kissproof Liner, Long Lasting Kiss Proof Satin Matte Gel Lipliner Lip Pencil with Vitamin C + Vitamin E, Vegan and Toxin Free, 6 Handmaid's Kiss .01 oz",5.0,24,19.97,[],"['A new generation lip liner with 90% less wax for extraordinary wear'
 'Satin-matte finish that defines, fills lines, and does not feather or bleed'
 'Long-lasting formula that stays put all day'
 'Non-drying and perfect for use as a base with Glossy, Metallic, or Matte lipsticks'
 'Create a super kissable lip that lasts with our innovative lip liner formula.']",Mirenesse,"{""Brand"": ""Mirenesse"", ""Item Form"": ""Pencil"", ""Finish Type"": ""Matte"", ""Age Range (Description)"": ""Adult"", ""Skin Tone"": ""All"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6.57 x 3.5 x 0.35 inches; 0.21 Ounces""}","['{""Brand"": ""Mirenesse"", ""Item Form"": ""Pencil"", ""Finish Type"": ""Matte"", ""Age Range (Description)"": ""Adult"", ""Skin Tone"": ""All"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6.57 x 3.5 x 0.35 inches; 0.21 Ounces""}', '{""Brand"": ""Mirenesse"", ""Item Form"": ""Pencil"", ""Finish Type"": ""Matte"", ""Age Range (Description)"": ""Adult"", ""Skin Tone"": ""All"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6.57 x 3.5 x 0.35 inches; 0.21 Ounces""}', '{""Brand"": ""Mirenesse"", ""Item Form"": ""Pencil"", ""Finish Type"": ""Matte"", ""Age Range (Description)"": ""Adult"", ""Skin Tone"": ""All"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6.57 x 3.5 x 0.35 inches; 0.21 Ounces""}']"
Anime Cosplay Synthetic Full Wig with Bangs for Women Girls 23'' Long Layered Wave Japanese Heat Resistant Fiber 19 Colors (silvery gray),5.0,15,12.99,[],"['100% SYNTHETIC FIBER: Heat resistance. Similar to real hair in physical properties, appearance, color and texture. Can be curled or straightened by electronic hair stick under 120 degrees Celsius.'
 'CHRYSANTHEMUM NET WITH STRAPS: more durable and breathable net with 2 adjustable straps. Circumference: aprox 22.5 inch. Fit most head.'
 'TOP 30 FASHOIN CLASSICAL HAIR STYLES: include long&short, straight&wavy, solid color&ombre. Suitable for daily dress, party, dating, wedding, cosplay, etc.'
 ""Please note: This color may vary due to inherent manufacturing variations or your computer monitor's color settings. The item you receive will be identical or substantially similar to the item pictured in this listing.""
 'Fast delivery: US local stock,ship via UPS(2-5 business days)']",Benehair,"{""Color"": ""silvery gray 23.5\"""", ""Material"": ""synthetic"", ""Hair Type"": ""Wavy"", ""Style"": ""Straight"", ""Special Feature"": ""Heat Resistant"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""11.1 x 7.5 x 1.6 inches; 6.4 Ounces"", ""UPC"": ""608912614270"", ""Manufacturer"": ""Benehair""}","['{""Color"": ""silvery gray 23.5\\"""", ""Material"": ""synthetic"", ""Hair Type"": ""Wavy"", ""Style"": ""Straight"", ""Special Feature"": ""Heat Resistant"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""11.1 x 7.5 x 1.6 inches; 6.4 Ounces"", ""UPC"": ""608912614270"", ""Manufacturer"": ""Benehair""}', '{""Color"": ""silvery gray 23.5\\"""", ""Material"": ""synthetic"", ""Hair Type"": ""Wavy"", ""Style"": ""Straight"", ""Special Feature"": ""Heat Resistant"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""11.1 x 7.5 x 1.6 inches; 6.4 Ounces"", ""UPC"": ""608912614270"", ""Manufacturer"": ""Benehair""}', '{""Color"": ""silvery gray 23.5\\"""", ""Material"": ""synthetic"", ""Hair Type"": ""Wavy"", ""Style"": ""Straight"", ""Special Feature"": ""Heat Resistant"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""11.1 x 7.5 x 1.6 inches; 6.4 Ounces"", ""UPC"": ""608912614270"", ""Manufacturer"": ""Benehair""}', '{""Color"": ""silvery gray 23.5\\"""", ""Material"": ""synthetic"", ""Hair Type"": ""Wavy"", ""Style"": ""Straight"", ""Special Feature"": ""Heat Resistant"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""11.1 x 7.5 x 1.6 inches; 6.4 Ounces"", ""UPC"": ""608912614270"", ""Manufacturer"": ""Benehair""}']"
"Sally Hansen Insta-Dri Fast Dry Nail Color, Clearly Quick [110] (Pack of 4)",5.0,18,24.24,"['Sally Hansen Insta-Dri Nail Color’s newly upgraded 3-in-1 formula with built-in base and top coat offers shiny, extended wear in a single step. The new Insta-Dri has updated bottle complete with color-matched caps for easy shade navigation. The revamped, full-coverage formula delivers an extra day of wear and chip resistance. One stroke, one coat, and you’re done. From soft, subtle neutrals to bright tones that pop, here are the latest vibrant shades to join the Sally Hansen Insta-Dri range. Score an extra day of wear and up to 33% more chip resistance, all while adding the final touch to your ensemble in an instant!']","['-Dries in 60 seconds'
 '-Requires just a single step so you can take that nail look to-go anytime, anywhere']",Sally Hansen,"{""UPC"": ""798167071284 074170340327"", ""Manufacturer"": ""Coty Inc.""}","['{""UPC"": ""798167071284 074170340327"", ""Manufacturer"": ""Coty Inc.""}', '{""UPC"": ""798167071284 074170340327"", ""Manufacturer"": ""Coty Inc.""}']"
"Hydriance Moisture Whip | Sun Protecting, All Day Continuous Moisturizer with Organic Aloe Vera, Apple Stem Cells and More!",5.0,3,44.0,"['Hydriance Moisture Whip 2.5 oz. This luxuriously whipped, light weight moisturizer, delivers superior hydration to keep your skin glowing and healthy throughout the day. Our best moisturizer and natures ""sun shield"" Moisture Whip absorbs quickly, is non-oily and helps protect the skin from harmful, daily environmental exposure that will prematurely age the skin. Moisture Whip contains a high amount of Aloe Vera which has been known to have a natural SPF of 15 for additional sun protection. Hydriance by Dallas Collection Skincare offers the best anti-aging skin care products breakthrough featuring the most effective skin tightening ingredients in the industry. A powerful blend of Organic Aloe Vera, Apple Stem Cells, Hyaluronic Acid, Vitamins A, C & E, Peptides and 30+ Plant Extracts combine for natural skin results. A powerful combination of science and nature that visibly helps nourish, brighten, tone, lift, smooth and clarify all skin types for fresh glowing skin. Use our complete non-surgical face lift system to tighten and tone your skin, get rid of age spots, eliminate dark circles under your eyes and reduce and eliminate wrinkles. For full benefits, follow these steps daily:'
 'Transition or Foaming Cleanser (For a Thorough Facial Cleansing)'
 'Transition or Foaming Cleanser (For a Thorough Facial Cleansing)'
 'Hydriance Mist Toner (For Skin Hydration)'
 'Hydriance Mist Toner (For Skin Hydration)'
 'Hydriance Infuse Serum (Replenish Skin with Powerful Nutrients)'
 'Hydriance Infuse Serum (Replenish Skin with Powerful Nutrients)'
 'Hydriance Intensity Crème (Anti Wrinkle Repair)'
 'Hydriance Intensity Crème (Anti Wrinkle Repair)'
 'Hydriance Moisture Whip (Deep Moisturizing and Sun Protection)'
 'Hydriance Moisture Whip (Deep Moisturizing and Sun Protection)'
 'Hydriance Aloe Gele (Natures First Aid)'
 'Hydriance Aloe Gele (Natures First Aid)'
 'Dermal Lift Isometric Masque (“Face Lift in a Bottle” to Tighten and Tone).'
 'Dermal Lift Isometric Masque (“Face Lift in a Bottle” to Tighten and Tone).'
 'Use the Dermal Mask 20 Minutes Twice a Week.'
 'Use the Dermal Mask 20 Minutes Twice a Week.']","['Hydriance Ageless Face Lift System by Dallas Collection is Made in the USA, and always with Natural, Active & Pharmaceutical Grade Ingredients!'
 'Proprietary Blend Of Aloe Vera, Apple Stem Cells , Antioxidants, Vitamins And Tri-Peptides To Prevent Cell Damage'
 'Key Ingredients ~ Organic Organic Aloe Vera, Undaria Pinnatifida (Seaweed) Extract, Hyaluronic Acid, Tripeptide-38, Collagen, Apple Stem Cells, Plant Extracts, Fruit Extracts, Green Tea Leaf Extract, Shea Butter, Vitamins A, C, E'
 'Organic Aloe Vera for Natural SPF Protection & Hyaluronic Acid to Attrack & Lock Moisture into Skin!'
 'Simple and quick, the Hydriance Ageless Face Lift System is designed to super hydrate & lift the skin, repair damaged skin and prevent chronological aging of the skin for visible results']",Dallas Collection Skincare,"{""Brand"": ""Dallas Collection Skincare"", ""Item Form"": ""Cream"", ""Active Ingredients"": ""hyaluronic_acid"", ""Unit Count"": ""2.5 Ounce"", ""Skin Type"": ""Dry"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""2.5 x 2.5 x 4.25 inches; 2.6 Ounces"", ""UPC"": ""852659959648"", ""Manufacturer"": ""DiDe Health & Beauty Inc - Dallas Collection Skincare""}","['{""Brand"": ""Dallas Collection Skincare"", ""Item Form"": ""Cream"", ""Active Ingredients"": ""hyaluronic_acid"", ""Unit Count"": ""2.5 Ounce"", ""Skin Type"": ""Dry"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""2.5 x 2.5 x 4.25 inches; 2.6 Ounces"", ""UPC"": ""852659959648"", ""Manufacturer"": ""DiDe Health & Beauty Inc - Dallas Collection Skincare""}', '{""Brand"": ""Dallas Collection Skincare"", ""Item Form"": ""Cream"", ""Active Ingredients"": ""hyaluronic_acid"", ""Unit Count"": ""2.5 Ounce"", ""Skin Type"": ""Dry"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""2.5 x 2.5 x 4.25 inches; 2.6 Ounces"", ""UPC"": ""852659959648"", ""Manufacturer"": ""DiDe Health & Beauty Inc - Dallas Collection Skincare""}', '{""Brand"": ""Dallas Collection Skincare"", ""Item Form"": ""Cream"", ""Active Ingredients"": ""hyaluronic_acid"", ""Unit Count"": ""2.5 Ounce"", ""Skin Type"": ""Dry"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""2.5 x 2.5 x 4.25 inches; 2.6 Ounces"", ""UPC"": ""852659959648"", ""Manufacturer"": ""DiDe Health & Beauty Inc - Dallas Collection Skincare""}']"
Pink Gellac 130 Luxury Gold Glitter Soak-Off UV/LED Gel Polish,5.0,27,13.95,[],[],PG Pink Gellac,"{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}","['{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}', '{""Brand"": ""PG Pink Gellac"", ""Item Form"": ""Gel"", ""Color"": ""Clear,Gold,Pink"", ""Finish Type"": ""Shimmery"", ""Age Range (Description)"": ""Adult"", ""Number of Items"": ""1"", ""Number of Pieces"": ""1"", ""Liquid Volume"": ""0.5 Fluid Ounces"", ""Item Weight"": ""0.48 Ounces"", ""Is Discontinued By Manufacturer"": ""No"", ""UPC"": ""794168090507""}']"
JAPANESE SAKURA OTAKU Japanese Hair Straightening Neo Liscio Hair Rebonding Straightening Permanent Set Of H1(400g) + 2(800g),5.0,1,61.0,['Japanese Hair Straightening Neo Liscio Hair Rebonding Straightening Permanent Set Of H1(400g) + 2(800g)'],[],JAPANESE SAKURA OTAKU,"{""Product Benefits"": ""Straightening"", ""Item Form"": ""Liquid"", ""Brand"": ""JAPANESE SAKURA OTAKU"", ""Hair Type"": ""Straight"", ""Number of Items"": ""2"", ""Product Dimensions"": ""10.63 x 5.91 x 3.15 inches; 14.11 Ounces""}","['{""Product Benefits"": ""Straightening"", ""Item Form"": ""Liquid"", ""Brand"": ""JAPANESE SAKURA OTAKU"", ""Hair Type"": ""Straight"", ""Number of Items"": ""2"", ""Product Dimensions"": ""10.63 x 5.91 x 3.15 inches; 14.11 Ounces""}']"
